LOCATION,WIDTH,DEPTH,HEIGHT,X,Y,Z,AISLE,CENTERAXIS,AISLESIDE,BAY,WAREHOUSE,AREA,LEVEL
B10-2-1-4,48,112,50,-90,1130,126,B1,X,L,1,WARREN,A,4
B10-2-1-5,48,112,50,-90,1130,178,B1,X,L,1,WARREN,A,5
B10-2-2-1,48,112,50,-140,1130,-30,B1,X,L,1,WARREN,A,1
B10-2-2-2,48,112,50,-140,1130,22,B1,X,L,1,WARREN,A,2
B10-2-2-3,48,112,50,-140,1130,74,B1,X,L,1,WARREN,A,3
B10-2-2-4,48,112,50,-140,1130,126,B1,X,L,1,WARREN,A,4
B10-2-2-5,48,112,50,-140,1130,178,B1,X,L,1,WARREN,A,5
B11-2-1-1,48,112,50,-90,1250,-30,B1,X,L,1,WARREN,A,1
B11-2-1-2,48,112,50,-90,1250,22,B1,X,L,1,WARREN,A,2
B11-2-1-3,48,112,50,-90,1250,74,B1,X,L,1,WARREN,A,3
B11-2-1-4,48,112,50,-90,1250,126,B1,X,L,1,WARREN,A,4
B11-2-1-5,48,112,50,-90,1250,178,B1,X,L,1,WARREN,A,5
B11-2-2-1,48,112,50,-140,1250,-30,B1,X,L,1,WARREN,A,1
B11-2-2-2,48,112,50,-140,1250,22,B1,X,L,1,WARREN,A,2
B11-2-2-3,48,112,50,-140,1250,74,B1,X,L,1,WARREN,A,3
B11-2-2-4,48,112,50,-140,1250,126,B1,X,L,1,WARREN,A,4
B11-2-2-5,48,112,50,-140,1250,178,B1,X,L,1,WARREN,A,5
B12-2-1-1,48,112,50,-90,1370,-30,B1,X,L,1,WARREN,A,1
B12-2-1-2,48,112,50,-90,1370,22,B1,X,L,1,WARREN,A,2
B12-2-1-3,48,112,50,-90,1370,74,B1,X,L,1,WARREN,A,3
B12-2-1-4,48,112,50,-90,1370,126,B1,X,L,1,WARREN,A,4
B12-2-1-5,48,112,50,-90,1370,178,B1,X,L,1,WARREN,A,5
B12-2-2-1,48,112,50,-140,1370,-30,B1,X,L,1,WARREN,A,1
B12-2-2-2,48,112,50,-140,1370,22,B1,X,L,1,WARREN,A,2
B12-2-2-3,48,112,50,-140,1370,74,B1,X,L,1,WARREN,A,3
B12-2-2-4,48,112,50,-140,1370,126,B1,X,L,1,WARREN,A,4
B12-2-2-5,48,112,50,-140,1370,178,B1,X,L,1,WARREN,A,5
B13-2-1-1,48,112,50,-90,1490,-30,B1,X,L,1,WARREN,A,1
B13-2-1-2,48,112,50,-90,1490,22,B1,X,L,1,WARREN,A,2
B13-2-1-3,48,112,50,-90,1490,74,B1,X,L,1,WARREN,A,3
B13-2-1-4,48,112,50,-90,1490,126,B1,X,L,1,WARREN,A,4
B13-2-1-5,48,112,50,-90,1490,178,B1,X,L,1,WARREN,A,5
B13-2-2-1,48,112,50,-140,1490,-30,B1,X,L,1,WARREN,A,1
B13-2-2-2,48,112,50,-140,1490,22,B1,X,L,1,WARREN,A,2
B13-2-2-3,48,112,50,-140,1490,74,B1,X,L,1,WARREN,A,3
B13-2-2-4,48,112,50,-140,1490,126,B1,X,L,1,WARREN,A,4
B13-2-2-5,48,112,50,-140,1490,178,B1,X,L,1,WARREN,A,5
B14-2-1-1,48,112,50,-90,1610,-30,B1,X,L,1,WARREN,A,1
B14-2-1-2,48,112,50,-90,1610,22,B1,X,L,1,WARREN,A,2
B14-2-1-3,48,112,50,-90,1610,74,B1,X,L,1,WARREN,A,3
B14-2-1-4,48,112,50,-90,1610,126,B1,X,L,1,WARREN,A,4
B14-2-1-5,48,112,50,-90,1610,178,B1,X,L,1,WARREN,A,5
B14-2-2-1,48,112,50,-140,1610,-30,B1,X,L,1,WARREN,A,1
B14-2-2-2,48,112,50,-140,1610,22,B1,X,L,1,WARREN,A,2
B14-2-2-3,48,112,50,-140,1610,74,B1,X,L,1,WARREN,A,3
B14-2-2-4,48,112,50,-140,1610,126,B1,X,L,1,WARREN,A,4
B14-2-2-5,48,112,50,-140,1610,178,B1,X,L,1,WARREN,A,5
B15-2-1-1,48,112,50,-90,1730,-30,B1,X,L,1,WARREN,A,1
B15-2-1-2,48,112,50,-90,1730,22,B1,X,L,1,WARREN,A,2
B15-2-1-3,48,112,50,-90,1730,74,B1,X,L,1,WARREN,A,3
B15-2-1-4,48,112,50,-90,1730,126,B1,X,L,1,WARREN,A,4
B15-2-1-5,48,112,50,-90,1730,178,B1,X,L,1,WARREN,A,5
B15-2-2-1,48,112,50,-140,1730,-30,B1,X,L,1,WARREN,A,1
B15-2-2-2,48,112,50,-140,1730,22,B1,X,L,1,WARREN,A,2
B15-2-2-3,48,112,50,-140,1730,74,B1,X,L,1,WARREN,A,3
B15-2-2-4,48,112,50,-140,1730,126,B1,X,L,1,WARREN,A,4
B15-2-2-5,48,112,50,-140,1730,178,B1,X,L,1,WARREN,A,5
B16-2-1-1,48,112,50,-90,1850,-30,B1,X,L,1,WARREN,A,1
B16-2-1-2,48,112,50,-90,1850,22,B1,X,L,1,WARREN,A,2
B16-2-1-3,48,112,50,-90,1850,74,B1,X,L,1,WARREN,A,3
B16-2-1-4,48,112,50,-90,1850,126,B1,X,L,1,WARREN,A,4
B16-2-1-5,48,112,50,-90,1850,178,B1,X,L,1,WARREN,A,5
B16-2-2-1,48,112,50,-140,1850,-30,B1,X,L,1,WARREN,A,1
B16-2-2-2,48,112,50,-140,1850,22,B1,X,L,1,WARREN,A,2
B16-2-2-3,48,112,50,-140,1850,74,B1,X,L,1,WARREN,A,3
B16-2-2-4,48,112,50,-140,1850,126,B1,X,L,1,WARREN,A,4
B16-2-2-5,48,112,50,-140,1850,178,B1,X,L,1,WARREN,A,5
D1-1-1,48,112,50,-90,2570,-30,B1,X,L,1,WARREN,A,1
D1-1-2,48,112,50,-90,2570,22,B1,X,L,1,WARREN,A,2
D1-1-3,48,112,50,-90,2570,74,B1,X,L,1,WARREN,A,3
D1-1-4,48,112,50,-90,2570,126,B1,X,L,1,WARREN,A,4
D1-1-5,48,112,50,-90,2570,178,B1,X,L,1,WARREN,A,5
D1-2-1,48,112,50,-140,2570,-30,B1,X,L,1,WARREN,A,1
D1-2-2,48,112,50,-140,2570,22,B1,X,L,1,WARREN,A,2
D1-2-3,48,112,50,-140,2570,74,B1,X,L,1,WARREN,A,3
D1-2-4,48,112,50,-140,2570,126,B1,X,L,1,WARREN,A,4
D1-2-5,48,112,50,-140,2570,178,B1,X,L,1,WARREN,A,5
